Issue_ID,Issue_Type,Summary,Description,Priority,Status,Component,Labels,Preconditions,Test_Steps,Expected_Result,Actual_Result,Test_Data
VWO-TC-1455,Test,Verify pausing a running A/B test [Edge 124 / Pre-prod],Test covers: A/B Testing. Verify pausing a running A/B test. Validates correct system behavior under Pre-prod environment.,Low,To Do,AB Testing,"ab-test,campaigns,experiment","1. VWO account is active (Admin role)
2. Browser: Edge 124, OS: Windows 11
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Open a running A/B test
2. Click 'Pause' button
3. Confirm dialog",Test status changes to 'Paused'. Variations stop serving.,,Running test: 'Homepage CTA Test'
VWO-TC-1456,Test,Verify campaign summary widget displays correct data [Firefox 126 / Production],Test covers: Dashboard. Verify campaign summary widget displays correct data. Validates correct system behavior under Production environment.,Medium,To Do,Dashboard,"dashboard,ui,widgets","1. VWO account is active (Admin role)
2. Browser: Firefox 126, OS: Windows 11
3. Environment: Production
4. User is logged in to app.vwo.com","1. Login to VWO
2. Navigate to dashboard
3. Check 'Campaign Summary' widget","Widget shows correct count of active, paused, and completed campaigns.",,Pre-configured account with 5 active campaigns
VWO-TC-1457,Test,Verify test report export to PDF,Test covers: Reports & Analytics. Verify test report export to PDF. Validates correct system behavior under Staging environment.,High,To Do,Reports,"reports,analytics,export","1. VWO account is active (Editor role)
2. Browser: Edge 124, OS: Ubuntu 22.04
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Open test results
2. Click 'Export' > 'PDF'
3. Wait for generation","PDF report generated with charts, summary, and variation comparison.",,Test with 30+ days data
VWO-TC-1458,Test,Verify test report export to PDF,Test covers: Reports & Analytics. Verify test report export to PDF. Validates correct system behavior under QA Environment environment.,Medium,To Do,Reports,"reports,analytics,export","1. VWO account is active (Account Owner role)
2. Browser: Edge 124, OS: Ubuntu 22.04
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Open test results
2. Click 'Export' > 'PDF'
3. Wait for generation","PDF report generated with charts, summary, and variation comparison.",,Test with 30+ days data
VWO-TC-1459,Test,Verify global search finds campaigns by name,Test covers: Navigation. Verify global search finds campaigns by name. Validates correct system behavior under Production environment.,Medium,To Do,Navigation,"navigation,sidebar,ui","1. VWO account is active (Account Owner role)
2. Browser: Chrome Mobile, OS: Windows 11
3. Environment: Production
4. User is logged in to app.vwo.com","1. Click search icon in header
2. Type campaign name 'Homepage CTA'
3. Observe results","Search results show matching campaigns, tests, and pages.",,Search query: 'Homepage CTA'
VWO-TC-1460,Test,Verify session recording playback [Chrome Mobile / Staging],Test covers: Session Recordings. Verify session recording playback. Validates correct system behavior under Staging environment.,Low,To Do,Session Recordings,"recordings,sessions,replay","1. VWO account is active (Team Member role)
2. Browser: Chrome Mobile, OS: Android 14
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Navigate to Session Recordings
2. Click on a recording
3. Press Play","Session replays accurately showing mouse movement, clicks, and scrolls.",,Recording with 5+ minute session
VWO-TC-1461,Test,Verify date range filter on dashboard [Firefox 126 / QA Environment],Test covers: Dashboard. Verify date range filter on dashboard. Validates correct system behavior under QA Environment environment.,High,To Do,Dashboard,"dashboard,ui,widgets","1. VWO account is active (Account Owner role)
2. Browser: Firefox 126, OS: Windows 11
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Open dashboard
2. Click date range picker
3. Select custom range: last 30 days
4. Apply filter",All dashboard widgets refresh and show data for selected range.,,Date range: last 30 days
VWO-TC-1462,Test,Verify CSRF token present in form submissions,Test covers: Security. Verify CSRF token present in form submissions. Validates correct system behavior under Pre-prod environment.,High,To Do,Security,"security,xss,csrf","1. VWO account is active (Account Owner role)
2. Browser: Chrome 124, OS: Windows 11
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Login
2. Submit any form
3. Inspect network request headers",CSRF token present in request headers or form payload.,,Chrome DevTools Network tab
VWO-TC-1463,Test,Verify pausing a running A/B test,Test covers: A/B Testing. Verify pausing a running A/B test. Validates correct system behavior under Production environment.,High,To Do,AB Testing,"ab-test,campaigns,experiment","1. VWO account is active (Account Owner role)
2. Browser: Firefox 126, OS: Ubuntu 22.04
3. Environment: Production
4. User is logged in to app.vwo.com","1. Open a running A/B test
2. Click 'Pause' button
3. Confirm dialog",Test status changes to 'Paused'. Variations stop serving.,,Running test: 'Homepage CTA Test'
VWO-TC-1464,Test,Verify session recording playback [Chrome Mobile / Production],Test covers: Session Recordings. Verify session recording playback. Validates correct system behavior under Production environment.,High,To Do,Session Recordings,"recordings,sessions,replay","1. VWO account is active (Editor role)
2. Browser: Chrome Mobile, OS: Android 14
3. Environment: Production
4. User is logged in to app.vwo.com","1. Navigate to Session Recordings
2. Click on a recording
3. Press Play","Session replays accurately showing mouse movement, clicks, and scrolls.",,Recording with 5+ minute session
VWO-TC-1465,Test,Verify breadcrumb navigation is correct,Test covers: Navigation. Verify breadcrumb navigation is correct. Validates correct system behavior under Pre-prod environment.,Medium,To Do,Navigation,"navigation,sidebar,ui","1. VWO account is active (Editor role)
2. Browser: Edge 124, OS: Windows 11
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Navigate to a campaign
2. Open a variation
3. Check breadcrumb at top",Breadcrumb shows: Dashboard > Campaigns > [Campaign Name] > Variations,,Campaign: 'Homepage Test'
VWO-TC-1466,Test,Verify adding multiple variations to A/B test,Test covers: A/B Testing. Verify adding multiple variations to A/B test. Validates correct system behavior under Production environment.,Low,To Do,AB Testing,"ab-test,campaigns,experiment","1. VWO account is active (Team Member role)
2. Browser: Firefox 126, OS: Android 14
3. Environment: Production
4. User is logged in to app.vwo.com","1. Open test creation
2. Add variation B and variation C
3. Set traffic 34/33/33
4. Save",Three variations saved. Traffic totals 100%. Test runs correctly.,,"3 variations, split: 34/33/33"
VWO-TC-1467,Test,Verify global search finds campaigns by name,Test covers: Navigation. Verify global search finds campaigns by name. Validates correct system behavior under QA Environment environment.,Medium,To Do,Navigation,"navigation,sidebar,ui","1. VWO account is active (Admin role)
2. Browser: Safari 17, OS: macOS Sonoma
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Click search icon in header
2. Type campaign name 'Homepage CTA'
3. Observe results","Search results show matching campaigns, tests, and pages.",,Search query: 'Homepage CTA'
VWO-TC-1468,Test,Verify stopping an A/B test [Chrome 124 / Pre-prod],Test covers: A/B Testing. Verify stopping an A/B test. Validates correct system behavior under Pre-prod environment.,Medium,To Do,AB Testing,"ab-test,campaigns,experiment","1. VWO account is active (Viewer role)
2. Browser: Chrome 124, OS: Ubuntu 22.04
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Open a running test
2. Click 'Stop'
3. Select winner variation
4. Confirm",Test stops. Winner variation noted. Status: 'Completed'.,,Running test with 2 variations
VWO-TC-1469,Test,Verify login with invalid password [Chrome Mobile / QA Environment],Test covers: Login & Authentication. Verify login with invalid password. Validates correct system behavior under QA Environment environment.,Medium,To Do,Authentication,"login,auth,security","1. VWO account is active (Account Owner role)
2. Browser: Chrome Mobile, OS: Android 14
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Navigate to app.vwo.com/login
2. Enter valid email {email}
3. Enter wrong password 'wrongpass'
4. Click 'Sign In'",Error message 'Invalid credentials' shown. User stays on login page.,,"email: test@vwo.com, password: wrongpass"
VWO-TC-1470,Test,Verify timezone setting updates dashboard data [Chrome 124 / Pre-prod],Test covers: Settings & Profile. Verify timezone setting updates dashboard data. Validates correct system behavior under Pre-prod environment.,Medium,To Do,Settings,"settings,profile,account","1. VWO account is active (Account Owner role)
2. Browser: Chrome 124, OS: iOS 17
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Go to Settings > Account
2. Change timezone to 'America/New_York'
3. Save
4. Check dashboard timestamps",All timestamps in dashboard reflect the new timezone.,,Timezone: America/New_York
VWO-TC-1471,Test,Verify notification bell shows unread count [Firefox 126 / Pre-prod],Test covers: Dashboard. Verify notification bell shows unread count. Validates correct system behavior under Pre-prod environment.,High,To Do,Dashboard,"dashboard,ui,widgets","1. VWO account is active (Account Owner role)
2. Browser: Firefox 126, OS: Windows 11
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Login to VWO
2. Observe notification bell icon in header",Bell shows numeric badge with count of unread notifications.,,Account with 3 unread notifications
VWO-TC-1472,Test,Verify creation of A/B test with URL targeting,Test covers: A/B Testing. Verify creation of A/B test with URL targeting. Validates correct system behavior under QA Environment environment.,High,To Do,AB Testing,"ab-test,campaigns,experiment","1. VWO account is active (Editor role)
2. Browser: Chrome 124, OS: Android 14
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Click 'Create' > 'A/B Test'
2. Enter test name 'Homepage CTA Test'
3. Set URL: app.vwo.com/home
4. Configure variation
5. Set goals
6. Save and run",A/B test created and running. Appears in campaign list with 'Running' status.,,"URL: https://testsite.com, Variation: Change CTA color"
VWO-TC-1473,Test,Verify login with invalid password,Test covers: Login & Authentication. Verify login with invalid password. Validates correct system behavior under Production environment.,High,To Do,Authentication,"login,auth,security","1. VWO account is active (Team Member role)
2. Browser: Chrome 124, OS: Android 14
3. Environment: Production
4. User is logged in to app.vwo.com","1. Navigate to app.vwo.com/login
2. Enter valid email {email}
3. Enter wrong password 'wrongpass'
4. Click 'Sign In'",Error message 'Invalid credentials' shown. User stays on login page.,,"email: test@vwo.com, password: wrongpass"
VWO-TC-1474,Test,Verify session recording speed controls [Safari 17 / Staging],Test covers: Session Recordings. Verify session recording speed controls. Validates correct system behavior under Staging environment.,Medium,To Do,Session Recordings,"recordings,sessions,replay","1. VWO account is active (Viewer role)
2. Browser: Safari 17, OS: Android 14
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Open a recording
2. Click speed control
3. Select 2x speed",Recording plays at 2x speed. Speed indicator updates.,,Recording: 3 min session
VWO-TC-1475,Test,Verify heatmap date range filter,Test covers: Heatmaps. Verify heatmap date range filter. Validates correct system behavior under Pre-prod environment.,High,To Do,Heatmaps,"heatmap,analytics,recordings","1. VWO account is active (Admin role)
2. Browser: Chrome 124, OS: Android 14
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Open heatmap
2. Change date range to 'Last 7 days'
3. Apply",Heatmap refreshes showing data only for selected date range.,,Date range: last 7 days
